0.000000	737.228394
0.005805	395.315857
0.011610	777.222778
0.017415	84.520042
0.023220	66.072380
0.029025	70.461021
0.034830	179.444855
0.040635	46.025002
0.046440	111.081894
0.052245	105.097633
0.058050	53.192757
0.063855	83.812759
0.069660	81.676125
0.075465	82.977531
0.081270	86.665588
0.087075	58.432571
0.092880	53.700451
0.098685	50.173164
0.104490	58.109222
0.110295	58.869122
0.116100	47.599052
0.121905	43.882389
0.127710	42.731030
0.133515	43.830288
0.139320	45.139404
0.145125	45.249466
0.150930	44.710251
0.156735	44.809658
0.162540	45.829048
0.168345	47.127575
0.174150	47.652222
0.179955	47.018524
0.185760	45.214653
0.191565	35.917477
0.197370	34.348053
0.203175	27.322392
0.208980	33.876881
0.214785	34.895405
0.220590	35.334782
0.226395	39.974724
0.232200	40.216267
0.238005	48.140789
0.243810	56.425076
0.249615	57.485970
0.255420	58.378891
0.261224	1100.308105
0.267029	1099.990601
0.272834	1100.024780
0.278639	1100.775024
0.284444	1102.100342
0.290249	1102.957764
0.296054	1116.929932
0.301859	1127.104004
0.307664	1131.732422
0.313469	1131.561157
0.319274	1138.781494
0.325079	1141.973389
0.330884	1141.021118
0.336689	1135.288208
0.342494	1129.083252
0.348299	310.786255
0.354104	1133.528564
0.359909	776.813416
0.365714	77.338600
0.371519	64.264694
0.377324	68.230011
0.383129	178.487518
0.388934	38.219513
0.394739	41.210617
0.400544	92.828125
0.406349	86.238922
0.412154	82.581436
0.417959	81.772682
0.423764	84.067772
0.429569	60.759338
0.435374	101.061600
0.441179	52.637787
0.446984	49.882145
0.452789	58.376595
0.458594	49.415073
0.464399	46.164371
0.470204	43.619026
0.476009	43.492420
0.481814	45.427242
0.487619	47.348843
0.493424	175.349548
0.499229	173.981567
0.505034	71.956352
0.510839	110.687210
0.516644	89.097351
0.522449	33.925011
0.528254	72.189072
0.534059	69.572861
0.539864	65.579903
0.545669	0.000000
0.551474	106.463715
0.557279	53.112679
0.563084	50.752071
0.568889	50.349636
0.574694	49.342571
0.580499	46.240089
0.586304	44.825413
0.592109	44.072037
0.597914	44.253120
0.603719	43.903610
0.609524	43.025337
